NVSCode,TaxonID,SpeciesName,Family,Genus,Species,BioStatus,PlantType,Palatibility,GrowthForm,PreferredTaxonID,PreferredCode,PreferredName,VernacularNames
ACROPH,3754,Acrophyllum species,Cunoniaceae,Acrophyllum,,Unknown,Vascular,Unclassified,Shrub,3754,ACROPH,Acrophyllum species,
ACRPER,8130,Acrobolbus perpusillus,Acrobolbaceae,Acrobolbus,perpusillus,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,8130,ACRPER,Acrobolbus perpusillus,
ACRPLA,8071,Acrobolbus plagiochiloides,Acrobolbaceae,Acrobolbus,plagiochiloides,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,8071,ACRPLA,Acrobolbus plagiochiloides,
ACRSAC,8131,Acrobolbus saccatus,Acrobolbaceae,Acrobolbus,saccatus,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,8131,ACRSAC,Acrobolbus saccatus,
ACRSET,8132,Acrobolbus setulosus,Acrobolbaceae,Acrobolbus,setulosus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8132,ACRSET,Acrobolbus setulosus,
ACRSPI,7173,Acrobolbus spinifolius,Acrobolbaceae,Acrobolbus,spinifolius,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7173,ACRSPI,Acrobolbus spinifolius,
ACRSUA,6227,Acrothamnus suaveolens,Ericaceae,Acrothamnus,suaveolens,Exotic,Vascular,Unclassified,Shrub,6227,ACRSUA,Acrothamnus suaveolens,
ACRSUR,8133,Acrobolbus surculosus,Acrobolbaceae,Acrobolbus,surculosus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8133,ACRSUR,Acrobolbus surculosus,
ACRTEN,8134,Acrobolbus tenellus,Acrobolbaceae,Acrobolbus,tenellus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8134,ACRTEN,Acrobolbus tenellus,
ACRTVD,8135,Acrobolbus tenellus var. diversifolius,Acrobolbaceae,Acrobolbus,tenellus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8135,ACRTVD,Acrobolbus tenellus var. diversifolius,
ACRTVT,8058,Acrobolbus tenellus var. tenellus,Acrobolbaceae,Acrobolbus,tenellus,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,8058,ACRTVT,Acrobolbus tenellus var. tenellus,
ACTCHI,4920,Actinidia chinensis,Actinidiaceae,Actinidia,chinensis,Exotic,Vascular,Unclassified,Vine,4920,ACTCHI,Actinidia chinensis,
ACTDEL,8081,Actinidia deliciosa,Actinidiaceae,Actinidia,deliciosa,Exotic,Vascular,Unclassified,Unknown,8081,ACTDEL,Actinidia deliciosa,Chinese gooseberry; Kiwifruit; yang-tao; 
ACTINI,7874,Actinidia species,Actinidiaceae,Actinidia,,Exotic,Vascular,Unclassified,Unknown,7874,ACTINI,Actinidia species,
ACTINO,75,Actinotus species,Umbelliferae,Actinotus,,Indigenous Non-Endemic,Vascular,Unclassified,Forb,75,ACTINO,Actinotus species,Flannel flower; 
ACTNOV,74,Actinotus novae-zelandiae,Umbelliferae,Actinotus,novae-zelandiae,Indigenous Endemic,Vascular,Unclassified,Forb,74,ACTNOV,Actinotus novae-zelandiae,
ACTSUF,7215,Actinotus suffocatus,Umbelliferae,Actinotus,suffocatus,Absent,Vascular,Unclassified,Forb,7215,ACTSUF,Actinotus suffocatus,
ADEBIS,4980,Adelanthus bisetulus,Adelanthaceae,Adelanthus,bisetulus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6373,PSEPIL,Pseudomarsupidium piliferum,
ADEFAL,76,Adelanthus falcatus,Adelanthaceae,Adelanthus,falcatus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,76,ADEFAL,Adelanthus falcatus,
ADEGEM,5575,Adelanthus gemmiparus,Adelanthaceae,Adelanthus,gemmiparus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,5575,ADEGEM,Adelanthus gemmiparus,
ADEGRA,77,Adenochilus gracilis,Orchidaceae,Adenochilus,gracilis,Indigenous Endemic,Vascular,Unclassified,Forb,77,ADEGRA,Adenochilus gracilis,
ADELAN,3485,Adelanthus species,Adelanthaceae,Adelanthus,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3485,ADELAN,Adelanthus species,
ADENOC,78,Adenochilus species,Orchidaceae,Adenochilus,,Indigenous Non-Endemic,Vascular,Unclassified,Forb,78,ADENOC,Adenochilus species,
ADEOCC,6421,Adelanthus occlusus,Adelanthaceae,Adelanthus,occlusus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6421,ADEOCC,Adelanthus occlusus,
ADETUB,6188,Adelopetalum tuberculatum,Orchidaceae,Adelopetalum,tuberculatum,Indigenous Non-Endemic,Vascular,Unclassified,Forb,394,BULTUB,Bulbophyllum tuberculatum,
ADEUTR,3631,Adenocystis utricularis,Scytothamnaceae,Adenocystis,utricularis,Unknown,Non Vascular,Unclassified,NonVascular,3631,ADEUTR,Adenocystis utricularis,
ADIAET,79,Adiantum aethiopicum,Pteridaceae,Adiantum,aethiopicum,Indigenous Non-Endemic,Vascular,Unclassified,Fern,79,ADIAET,Adiantum aethiopicum,Bush maidenhair fern; Maidenhair; Makaka; True maidenhair; 
ADIANT,84,Adiantum species,Pteridaceae,Adiantum,,Indigenous Non-Endemic,Vascular,Unclassified,Fern,84,ADIANT,Adiantum species,Huruhuru tapairu; maidenhair fern; Makawe tapairu; 
ADICUN,80,Adiantum cunninghamii,Pteridaceae,Adiantum,cunninghamii,Indigenous Endemic,Vascular,Unclassified,Fern,80,ADICUN,Adiantum cunninghamii,Common maidenhair; Cunningham's maidenhair; 
ADIDIA,81,Adiantum diaphanum,Pteridaceae,Adiantum,diaphanum,Indigenous Non-Endemic,Vascular,Unclassified,Fern,81,ADIDIA,Adiantum diaphanum,Small maidenhair; 
ADIFOR,6594,Adiantum formosum,Pteridaceae,Adiantum,formosum,Indigenous Non-Endemic,Vascular,Unclassified,Fern,6594,ADIFOR,Adiantum formosum,Giant maidenhair; Plumed maidenhair; 
ADIFUL,82,Adiantum fulvum,Pteridaceae,Adiantum,fulvum,Indigenous Endemic,Vascular,Unclassified,Fern,82,ADIFUL,Adiantum fulvum,
ADIHIS,83,Adiantum hispidulum,Pteridaceae,Adiantum,hispidulum,Indigenous Non-Endemic,Vascular,Unclassified,Fern,83,ADIHIS,Adiantum hispidulum,Rosy maidenhair; 
ADIVIR,85,Adiantum viridescens,Pteridaceae,Adiantum,viridescens,Indigenous Endemic,Vascular,Unclassified,Fern,85,ADIVIR,Adiantum viridescens,
AEOHAW,6787,Aeonium haworthii,Crassulaceae,Aeonium,haworthii,Exotic,Vascular,Unclassified,SubShrub,6787,AEOHAW,Aeonium haworthii,Pinwheel aeonium; 
AGAAME,6080,Agave americana,Asparagaceae,Agave,americana,Exotic,Vascular,Unclassified,SubShrub,6080,AGAAME,Agave americana,Century plant; 
AGAAUS,87,Agathis australis,Araucariaceae,Agathis,australis,Indigenous Endemic,Vascular,Unclassified,Tree,87,AGAAUS,Agathis australis,Cowrie; Kaore (sapling); Kauri; Kauri pine; Koroi; Ware; 
AGAORI,3945,Agapanthus orientalis,Agapanthaceae,Agapanthus,orientalis,Exotic,Vascular,Unclassified,Graminoid,6329,AGAPSO,Agapanthus praecox subsp. orientalis,
AGAPAN,86,Agapanthus species,Agapanthaceae,Agapanthus,,Exotic,Vascular,Unclassified,Graminoid,86,AGAPAN,Agapanthus species,African lily; Agapanthus; 
AGAPRA,6079,Agapanthus praecox,Agapanthaceae,Agapanthus,praecox,Exotic,Vascular,Unclassified,Graminoid,6079,AGAPRA,Agapanthus praecox,African lily; 
AGAPSO,6329,Agapanthus praecox subsp. orientalis,Agapanthaceae,Agapanthus,praecox,Exotic,Vascular,Unclassified,Graminoid,6329,AGAPSO,Agapanthus praecox subsp. orientalis,
AGATHI,88,Agathis species,Araucariaceae,Agathis,,Indigenous Non-Endemic,Vascular,Unclassified,Tree,88,AGATHI,Agathis species,Dammar pine; Kauri pine; 
AGAVE,8079,Agave species,Asparagaceae,Agave,,Exotic,Vascular,Unclassified,Unknown,8079,AGAVE,Agave species,
AGEADE,89,Ageratina adenophora,Compositae,Ageratina,adenophora,Exotic,Vascular,Unclassified,SubShrub,89,AGEADE,Ageratina adenophora,Catspaw; Crofton weed; Mexican devil; 
AGERIP,90,Ageratina riparia,Compositae,Ageratina,riparia,Exotic,Vascular,Unclassified,SubShrub,90,AGERIP,Ageratina riparia,mist flower; 
AGR A,110,Agrostis species 'A',,,,Unknown,Vascular,Unclassified,Graminoid,110,AGR A,Agrostis species 'A',
AGRARI,91,Agropyron aristatum,Gramineae,Agropyron,aristatum,Indigenous Endemic,Vascular,Unclassified,Graminoid,5390,STEENY,Stenostachys enysii,
AGRCAN,94,Agrostis canina,Gramineae,Agrostis,canina,Unknown,Vascular,Unclassified,Graminoid,94,AGRCAN,Agrostis canina,brown bent; 
AGRCAP,95,Agrostis capillaris,Gramineae,Agrostis,capillaris,Exotic,Vascular,Unclassified,Graminoid,95,AGRCAP,Agrostis capillaris,Bent grass; Browntop; Browntop bent; 
AGRCAS,96,Agrostis castellana,Gramineae,Agrostis,castellana,Exotic,Vascular,Unclassified,Graminoid,96,AGRCAS,Agrostis castellana,Dryland browntop; 
AGRCRI,6789,Agropyron cristatum,Gramineae,Agropyron,cristatum,Unknown,Vascular,Unclassified,Graminoid,6789,AGRCRI,Agropyron cristatum,Crested wheatgrass; 
AGRDYE,97,Agrostis dyeri,Gramineae,Agrostis,dyeri,Indigenous Endemic,Vascular,Unclassified,Graminoid,97,AGRDYE,Agrostis dyeri,
AGRGIG,98,Agrostis gigantea,Gramineae,Agrostis,gigantea,Exotic,Vascular,Unclassified,Graminoid,98,AGRGIG,Agrostis gigantea,redtop; 
AGRIMB,99,Agrostis imbecilla,Gramineae,Agrostis,imbecilla,Indigenous Endemic,Vascular,Unclassified,Graminoid,99,AGRIMB,Agrostis imbecilla,
AGRLIT,100,Agrostis littoralis,Gramineae,Agrostis,littoralis,Unknown,Vascular,Unclassified,Graminoid,100,AGRLIT,Agrostis littoralis,
AGRMAG,101,Agrostis magellanica,Gramineae,Agrostis,magellanica,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,101,AGRMAG,Agrostis magellanica,
AGRMUE,102,Agrostis muelleriana,Gramineae,Agrostis,muelleriana,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,102,AGRMUE,Agrostis muelleriana,
AGRMUS,103,Agrostis muscosa,Gramineae,Agrostis,muscosa,Indigenous Endemic,Vascular,Unclassified,Graminoid,103,AGRMUS,Agrostis muscosa,Pincushion grass; 
AGROPY,93,Agropyron species,Gramineae,Agropyron,,Unknown,Vascular,Unclassified,Graminoid,93,AGROPY,Agropyron species,Wheatgrass; 
AGRORE,104,Agrostis oresbia,Gramineae,Agrostis,oresbia,Indigenous Endemic,Vascular,Unclassified,Graminoid,104,AGRORE,Agrostis oresbia,
AGROST,109,Agrostis species,Gramineae,Agrostis,,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,109,AGROST,Agrostis species,
AGRPAL,105,Agrostis pallescens,Gramineae,Agrostis,pallescens,Indigenous Endemic,Vascular,Unclassified,Graminoid,105,AGRPAL,Agrostis pallescens,
AGRPAR,3634,Agrostis parviflora,Gramineae,Agrostis,parviflora,Unknown,Vascular,Unclassified,Graminoid,3634,AGRPAR,Agrostis parviflora,
AGRPES,107,Agrostis personata,Gramineae,Agrostis,personata,Indigenous Endemic,Vascular,Unclassified,Graminoid,107,AGRPES,Agrostis personata,
AGRPET,108,Agrostis petriei,Gramineae,Agrostis,petriei,Indigenous Endemic,Vascular,Unclassified,Graminoid,108,AGRPET,Agrostis petriei,
AGRPRN,7204,Agrostis perennans,Gramineae,Agrostis,perennans,Indigenous Endemic,Vascular,Unclassified,Graminoid,107,AGRPES,Agrostis personata,Autumn bent grass; 
AGRREP,3661,Agropyron repens,Gramineae,Agropyron,repens,Exotic,Vascular,Unclassified,Graminoid,1359,ELYREP,Elytrigia repens,
AGRSCA,92,Agropyron scabrum,Gramineae,Agropyron,scabrum,Exotic,Vascular,Unclassified,Graminoid,6930,ANTSCA,Anthosachne scabra,
AGRSPE,3383,Agrostis spencei,,,,Unknown,Vascular,Unclassified,Graminoid,3383,AGRSPE,Agrostis spencei,
AGRSTO,111,Agrostis stolonifera,Gramineae,Agrostis,stolonifera,Exotic,Vascular,Unclassified,Graminoid,111,AGRSTO,Agrostis stolonifera,creeping bent; 
AGRSUB,112,Agrostis subulata,Gramineae,Agrostis,subulata,Indigenous Endemic,Vascular,Unclassified,Graminoid,112,AGRSUB,Agrostis subulata,
AGRTEN,113,Agrostis tenuis,Gramineae,Agrostis,tenuis,Exotic,Vascular,Unclassified,Graminoid,95,AGRCAP,Agrostis capillaris,
AILALT,7325,Ailanthus altissima,Simaroubaceae,Ailanthus,altissima,Exotic,Vascular,Unclassified,Tree,7325,AILALT,Ailanthus altissima,tree of heaven; 
AIRA,116,Aira species,Gramineae,Aira,,Exotic,Vascular,Unclassified,Graminoid,116,AIRA,Aira species,Hair grass; 
AIRCAR,114,Aira caryophyllea,Gramineae,Aira,caryophyllea,Exotic,Vascular,Unclassified,Graminoid,114,AIRCAR,Aira caryophyllea,silvery hair grass; 
AIRCSC,7348,Aira caryophyllea subsp. caryophyllea,Gramineae,Aira,caryophyllea,Exotic,Vascular,Unclassified,Graminoid,7348,AIRCSC,Aira caryophyllea subsp. caryophyllea,
AIRCUP,4045,Aira cupaniana,Gramineae,Aira,cupaniana,Exotic,Vascular,Unclassified,Graminoid,4045,AIRCUP,Aira cupaniana,
AIRELE,3164,Aira elegans,Gramineae,Aira,elegans,Exotic,Vascular,Unclassified,Graminoid,3164,AIRELE,Aira elegans,
AIRMUL,4046,Aira caryophyllea subsp. multiculmis,Gramineae,Aira,caryophyllea,Exotic,Vascular,Unclassified,Graminoid,4046,AIRMUL,Aira caryophyllea subsp. multiculmis,
AIRPRA,115,Aira praecox,Gramineae,Aira,praecox,Exotic,Vascular,Unclassified,Graminoid,115,AIRPRA,Aira praecox,Early hair grass; 
AJUREP,3555,Ajuga reptans,Labiatae,Ajuga,reptans,Exotic,Vascular,Unclassified,Forb,3555,AJUREP,Ajuga reptans,Blue bugle; Bugle; Carpet bugleweed; 
AKEQUI,5464,Akebia quinata,Lardizabalaceae,Akebia,quinata,Exotic,Vascular,Unclassified,Vine,5464,AKEQUI,Akebia quinata,Akebia; Chocolate vine; Five-leaf akebia; 
ALCMIC,7150,Alchemilla microcarpa,Rosaceae,Alchemilla,microcarpa,Unknown,Vascular,Unclassified,Forb,7150,ALCMIC,Alchemilla microcarpa,Slender parsley-piert; 
ALCVUL,3568,Alchemilla vulgaris,Rosaceae,Alchemilla,vulgaris,Unknown,Vascular,Unclassified,Forb,3568,ALCVUL,Alchemilla vulgaris,
ALECTO,3594,Alectoria species,Alectoriaceae,Alectoria,,Absent,Non Vascular,Unclassified,NonVascular,3594,ALECTO,Alectoria species,
ALEESE,7751,Alectryon excelsus subsp. excelsus,Sapindaceae,Alectryon,excelsus,Indigenous Endemic,Vascular,Unclassified,Tree,7751,ALEESE,Alectryon excelsus subsp. excelsus,
ALEESG,6595,Alectryon excelsus subsp. grandis,Sapindaceae,Alectryon,excelsus,Indigenous Endemic,Vascular,Unclassified,Tree,6595,ALEESG,Alectryon excelsus subsp. grandis,
ALEEXC,118,Alectryon excelsus,Sapindaceae,Alectryon,excelsus,Indigenous Endemic,Vascular,Unclassified,Tree,118,ALEEXC,Alectryon excelsus,New Zealand ash; Tapitapi; Tītoki; Tītongi; Tokitoki; Tongitongi; Topitopi; 
ALEFLA,119,Alepis flavida,Loranthaceae,Alepis,flavida,Indigenous Endemic,Vascular,Unclassified,Mistletoe,119,ALEFLA,Alepis flavida,Mistletoe (NZ); Pirinoa; Pirita; 
ALEMOL,6920,Aleurites moluccana,Euphorbiaceae,Aleurites,moluccana,Exotic,Vascular,Unclassified,Tree,6920,ALEMOL,Aleurites moluccana,Candle nut; Candlenut; 
ALENIG,117,Alectoria nigricans,Alectoriaceae,Alectoria,nigricans,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6182,GOWNIG,Gowardia nigricans,
ALEPIS,7147,Alepis species,Loranthaceae,Alepis,,Indigenous Endemic,Vascular,Unclassified,Mistletoe,7147,ALEPIS,Alepis species,
ALGA,3373,Alga,,,,Unknown,Non Vascular,Unclassified,Unknown,3373,ALGA,Alga,
ALILAN,7410,Alisma lanceolatum,Alismataceae,Alisma,lanceolatum,Exotic,Vascular,Unclassified,Forb,7410,ALILAN,Alisma lanceolatum,Water plantain; 
ALIPLA,5290,Alisma plantago-aquatica,Alismataceae,Alisma,plantago-aquatica,Exotic,Vascular,Unclassified,Forb,5290,ALIPLA,Alisma plantago-aquatica,Water plantain; 
ALLCOC,6562,Allisonia cockaynei,Allisoniaceae,Allisonia,cockaynei,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,6562,ALLCOC,Allisonia cockaynei,
ALLHYM,7946,Alleniella hymenodonta,Neckeraceae,Alleniella,hymenodonta,Indigenous Non-Endemic,Non Vascular,Unclassified,Unknown,7946,ALLHYM,Alleniella hymenodonta,
ALLTRI,120,Allium triquetrum,Alliaceae,Allium,triquetrum,Exotic,Vascular,Unclassified,Graminoid,120,ALLTRI,Allium triquetrum,Onion weed; Three-cornered garlic; Three-cornered leek; Triquetrous leek; 
ALNGLU,121,Alnus glutinosa,Betulaceae,Alnus,glutinosa,Exotic,Vascular,Unclassified,Tree,121,ALNGLU,Alnus glutinosa,Alder; Black alder; Common alder; European alder; 
ALNUS,122,Alnus species,Betulaceae,Alnus,,Exotic,Vascular,Unclassified,WoodyMixed,122,ALNUS,Alnus species,Alder; 
ALNVIR,123,Alnus viridis,Betulaceae,Alnus,viridis,Exotic,Vascular,Unclassified,Tree,123,ALNVIR,Alnus viridis,green alder; 
ALOAEQ,4047,Alopecurus aequalis,Gramineae,Alopecurus,aequalis,Exotic,Vascular,Unclassified,Graminoid,4047,ALOAEQ,Alopecurus aequalis,kneed foxtail; 
ALOBRI,4007,Alocasia brisbanensis,Araceae,Alocasia,brisbanensis,Exotic,Vascular,Unclassified,Forb,4007,ALOBRI,Alocasia brisbanensis,'Ape; Cunjevoi; Elephant's ear; Giant taro; Kape; Ta'ama; 
ALOCAS,125,Alocasia species,Araceae,Alocasia,,Exotic,Vascular,Unclassified,Forb,125,ALOCAS,Alocasia species,
ALOGEN,126,Alopecurus geniculatus,Gramineae,Alopecurus,geniculatus,Exotic,Vascular,Unclassified,Graminoid,126,ALOGEN,Alopecurus geniculatus,kneed foxtail; 
ALOMAC,124,Alocasia macrorrhizos,Araceae,Alocasia,macrorrhizos,Exotic,Vascular,Unclassified,Forb,124,ALOMAC,Alocasia macrorrhizos,
ALOMYO,4048,Alopecurus myosuroides,Gramineae,Alopecurus,myosuroides,Exotic,Vascular,Unclassified,Graminoid,4048,ALOMYO,Alopecurus myosuroides,Blackgrass; 
ALOPEC,128,Alopecurus species,Gramineae,Alopecurus,,Exotic,Vascular,Unclassified,Graminoid,128,ALOPEC,Alopecurus species,Foxtail grass; 
ALOPRA,127,Alopecurus pratensis,Gramineae,Alopecurus,pratensis,Exotic,Vascular,Unclassified,Graminoid,127,ALOPRA,Alopecurus pratensis,meadow foxtail; 
ALSBAN,129,Alseuosmia banksii,Alseuosmiaceae,Alseuosmia,banksii,Indigenous Endemic,Vascular,Unclassified,Shrub,129,ALSBAN,Alseuosmia banksii,Matuku-roimata; Pere; 
ALSBVB,6573,Alseuosmia banksii var. banksii,Alseuosmiaceae,Alseuosmia,banksii,Indigenous Endemic,Vascular,Unclassified,Shrub,6573,ALSBVB,Alseuosmia banksii var. banksii,
ALSBVL,5422,Alseuosmia banksii var. linariifolia,Alseuosmiaceae,Alseuosmia,banksii,Indigenous Endemic,Vascular,Unclassified,Shrub,5422,ALSBVL,Alseuosmia banksii var. linariifolia,
ALSEUO,133,Alseuosmia species,Alseuosmiaceae,Alseuosmia,,Indigenous Endemic,Vascular,Unclassified,Shrub,133,ALSEUO,Alseuosmia species,Matuku-roimata; Toropapa; 
ALSMAC,131,Alseuosmia macrophylla,Alseuosmiaceae,Alseuosmia,macrophylla,Indigenous Endemic,Vascular,Avoided,Shrub,131,ALSMAC,Alseuosmia macrophylla,Horopito; Karapapa; Korotaiko; Pere; Shrubby honeysuckle; Toropapa; 
ALSMXQ,6738,Alseuosmia macrophylla x quercifolia,,,,Indigenous Endemic,Vascular,Unclassified,Shrub,6738,ALSMXQ,Alseuosmia macrophylla x quercifolia,
ALSPUS,132,Alseuosmia pusilla,Alseuosmiaceae,Alseuosmia,pusilla,Indigenous Endemic,Vascular,Avoided,Shrub,132,ALSPUS,Alseuosmia pusilla,Mountain alseuosmia; 
ALSQUE,135,Alseuosmia quercifolia,Alseuosmiaceae,Alseuosmia,quercifolia,Indigenous Endemic,Vascular,Unclassified,Shrub,135,ALSQUE,Alseuosmia quercifolia,
ALSSMI,5213,Alsophila smithii,Cyatheaceae,Alsophila,smithii,Indigenous Endemic,Vascular,Avoided,Treefern,1146,CYASMI,Cyathea smithii,
ALSTRI,5214,Alsophila tricolor,Cyatheaceae,Alsophila,tricolor,Indigenous Endemic,Vascular,Avoided,Treefern,1144,CYADEA,Cyathea dealbata,
ALSTUR,134,Alseuosmia turneri,Alseuosmiaceae,Alseuosmia,turneri,Indigenous Endemic,Vascular,Avoided,Shrub,134,ALSTUR,Alseuosmia turneri,
ALTDEN,7411,Alternanthera denticulata,Amaranthaceae,Alternanthera,denticulata,Indigenous Non-Endemic,Vascular,Unclassified,Forb,7411,ALTDEN,Alternanthera denticulata,Lesser joyweed; 
ALTNAH,6851,Alternanthera nahui,Amaranthaceae,Alternanthera,nahui,Indigenous Non-Endemic,Vascular,Unclassified,Forb,6851,ALTNAH,Alternanthera nahui,
ALTPHI,6904,Alternanthera philoxeroides,Amaranthaceae,Alternanthera,philoxeroides,Exotic,Vascular,Unclassified,Forb,6904,ALTPHI,Alternanthera philoxeroides,Alligator weed; 
ALYALY,136,Alyssum alyssoides,Cruciferae,Alyssum,alyssoides,Exotic,Vascular,Unclassified,Forb,136,ALYALY,Alyssum alyssoides,Small alyssum; 
ALYSSU,7849,Alyssum species,Cruciferae,Alyssum,,Exotic,Vascular,Unclassified,Unknown,7849,ALYSSU,Alyssum species,Madwort; 
AMACAU,6923,Amaranthus caudatus,Amaranthaceae,Amaranthus,caudatus,Exotic,Vascular,Unclassified,Forb,6923,AMACAU,Amaranthus caudatus,Cat-tail; Grain amaranth; Inca wheat; Love-lies-bleeding; Tassel flower; Tumbleweed; 
AMADEF,3174,Amaranthus deflexus,Amaranthaceae,Amaranthus,deflexus,Exotic,Vascular,Unclassified,Forb,3174,AMADEF,Amaranthus deflexus,Prostrate amaranth; Spreading amaranth; 
AMAINS,6401,Amandinea insperata,Physciaceae,Amandinea,insperata,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6401,AMAINS,Amandinea insperata,
AMALIV,7834,Amaranthus lividus,Amaranthaceae,Amaranthus,lividus,Exotic,Vascular,Unclassified,Unknown,7834,AMALIV,Amaranthus lividus,Purple amaranth; 
AMAOTA,6367,Amandinea otagensis,Physciaceae,Amandinea,otagensis,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,6367,AMAOTA,Amandinea otagensis,
AMAPOR,8136,Amandinea porulosa,Physciaceae,Amandinea,porulosa,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,8136,AMAPOR,Amandinea porulosa,
AMAPOW,3887,Amaranthus powellii,Amaranthaceae,Amaranthus,powellii,Exotic,Vascular,Unclassified,Forb,3887,AMAPOW,Amaranthus powellii,Powell's amaranth; Redroot; 
AMARAN,137,Amaranthus species,Amaranthaceae,Amaranthus,,Exotic,Vascular,Unclassified,Forb,137,AMARAN,Amaranthus species,Amaranth; 
AMARET,6108,Amaranthus retroflexus,Amaranthaceae,Amaranthus,retroflexus,Exotic,Vascular,Unclassified,Forb,6108,AMARET,Amaranthus retroflexus,Redroot; Redroot amaranth; 
AMAVIR,7839,Amaranthus viridis,Amaranthaceae,Amaranthus,viridis,Exotic,Vascular,Unclassified,Unknown,7839,AMAVIR,Amaranthus viridis,Green amaranth; Green pigweed; Prince of Wales feather; Slender amaranth; 
AMBRIP,8253,Amblystegium riparium,Amblystegiaceae,Amblystegium,riparium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,8252,LEPRIP,Leptodictyum riparium,
AMELAN,6569,Amelanchier species,Rosaceae,Amelanchier,,Exotic,Vascular,Unclassified,WoodyMixed,6569,AMELAN,Amelanchier species,Serviceberry; 
AMMARE,138,Ammophila arenaria,Gramineae,Ammophila,arenaria,Exotic,Vascular,Unclassified,Graminoid,138,AMMARE,Ammophila arenaria,European beachgrass; Marram grass; 
AMPFLU,4049,Amphibromus fluitans,Gramineae,Amphibromus,fluitans,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,4049,AMPFLU,Amphibromus fluitans,
ANAALP,6892,Anaphalioides alpina,Compositae,Anaphalioides,alpina,Indigenous Endemic,Vascular,Unclassified,SubShrub,6892,ANAALP,Anaphalioides alpina,
ANAAPR,6925,Anthosachne aprica,Gramineae,Anthosachne,aprica,Indigenous Endemic,Vascular,Unclassified,Graminoid,6925,ANAAPR,Anthosachne aprica,
ANAARV,139,Anagallis arvensis,Primulaceae,Anagallis,arvensis,Exotic,Vascular,Unclassified,Forb,8184,LYSARV,Lysimachia arvensis,Blue pimpernel; Pimpernel; Scarlet pimpernel; 
ANAAUR,7496,Anastrophyllum auritum,Anastrophyllaceae,Anastrophyllum,auritum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7496,ANAAUR,Anastrophyllum auritum,
